,eye,tStart,tEnd,duration,xAvg,yAvg,pupilAvg,stimuliName,name
3064,R,16769922,16770079,158,323.1,181.7,2887,asiaone.png,Sub8.asc
3065,R,16770114,16770291,178,409.0,181.4,2979,asiaone.png,Sub8.asc
3066,R,16770353,16770597,245,357.2,40.0,3041,asiaone.png,Sub8.asc
3067,R,16770644,16770989,346,520.1,34.4,3169,asiaone.png,Sub8.asc
3068,R,16771037,16771432,396,650.3,36.7,3311,asiaone.png,Sub8.asc
3069,R,16771443,16771594,152,631.6,38.7,3361,asiaone.png,Sub8.asc
3070,R,16771640,16771833,194,786.3,40.3,3311,asiaone.png,Sub8.asc
3071,R,16771874,16772088,215,645.6,72.6,3342,asiaone.png,Sub8.asc
3072,R,16772296,16772493,198,659.4,516.8,3417,asiaone.png,Sub8.asc
3073,R,16772521,16772837,317,617.5,509.6,2740,asiaone.png,Sub8.asc
3074,R,16772883,16773149,267,646.0,671.4,2357,asiaone.png,Sub8.asc
3075,R,16773170,16773337,168,632.4,677.9,2300,asiaone.png,Sub8.asc
3076,R,16773363,16773563,201,683.3,680.5,2250,asiaone.png,Sub8.asc
3077,R,16773589,16773686,98,724.2,678.4,2236,asiaone.png,Sub8.asc
3078,R,16775238,16775317,80,684.5,333.1,3034,asiaone.png,Sub8.asc
3079,R,16775377,16775616,240,529.4,266.3,3107,asiaone.png,Sub8.asc
3080,R,16775666,16775846,181,419.8,224.3,3043,airbnb.png,Sub8.asc
3081,R,16775881,16776197,317,334.6,223.4,2783,airbnb.png,Sub8.asc
3082,R,16776236,16776466,231,465.0,210.6,3055,airbnb.png,Sub8.asc
3083,R,16776490,16776663,174,494.1,210.1,3265,airbnb.png,Sub8.asc
3084,R,16776702,16776847,146,609.1,207.2,3364,airbnb.png,Sub8.asc
3085,R,16776875,16776979,105,664.6,209.4,3375,airbnb.png,Sub8.asc
3086,R,16777076,16777134,59,1427.3,500.2,3128,airbnb.png,Sub8.asc
3087,R,16777230,16777438,209,605.4,227.6,3267,airbnb.png,Sub8.asc
3088,R,16777478,16777608,131,553.4,275.1,3116,airbnb.png,Sub8.asc
3089,R,16777657,16777820,164,335.3,275.4,3132,airbnb.png,Sub8.asc
3090,R,16777848,16778023,176,292.8,264.3,3189,airbnb.png,Sub8.asc
3091,R,16778090,16778222,133,218.1,568.8,3314,airbnb.png,Sub8.asc
3092,R,16778256,16778390,135,196.4,600.4,3362,airbnb.png,Sub8.asc
3093,R,16778431,16778662,232,352.3,597.4,3377,airbnb.png,Sub8.asc
3094,R,16778685,16778835,151,377.7,596.8,3393,airbnb.png,Sub8.asc
3095,R,16778889,16779109,221,712.8,710.1,3407,airbnb.png,Sub8.asc
3096,R,16779204,16779379,176,1297.4,347.4,3191,airbnb.png,Sub8.asc
3097,R,16779473,16779643,171,1066.1,91.3,3188,airbnb.png,Sub8.asc
3098,R,16779710,16780013,304,794.7,291.2,3350,airbnb.png,Sub8.asc
3099,R,16780057,16780182,126,675.5,294.9,3434,airbnb.png,Sub8.asc
3100,R,16780210,16780327,118,619.6,300.7,3476,airbnb.png,Sub8.asc
3101,R,16780485,16780556,72,303.9,312.9,3527,airbnb.png,Sub8.asc
3102,R,16783352,16783627,276,672.3,357.8,3828,airbnb.png,Sub8.asc
3103,R,16783678,16783861,184,524.3,286.7,3714,google_org.png,Sub8.asc
3104,R,16783910,16784260,351,660.7,229.8,2684,google_org.png,Sub8.asc
3105,R,16784331,16784489,159,261.1,83.5,2457,google_org.png,Sub8.asc
3106,R,16784517,16784695,179,217.8,86.6,2638,google_org.png,Sub8.asc
3107,R,16784727,16784983,257,298.6,84.1,2924,google_org.png,Sub8.asc
3108,R,16785052,16785168,117,253.6,327.5,3185,google_org.png,Sub8.asc
3109,R,16785196,16785434,239,222.4,354.8,3281,google_org.png,Sub8.asc
3110,R,16785477,16785726,250,353.3,358.5,3295,google_org.png,Sub8.asc
3111,R,16785757,16786096,340,434.5,356.4,3339,google_org.png,Sub8.asc
3112,R,16786136,16786413,278,526.1,351.5,3417,google_org.png,Sub8.asc
3113,R,16786477,16786643,167,247.5,518.0,3539,google_org.png,Sub8.asc
3114,R,16786684,16786817,134,200.2,509.7,3540,google_org.png,Sub8.asc
3115,R,16786867,16787079,213,209.5,647.3,3476,google_org.png,Sub8.asc
3116,R,16787106,16787221,116,254.7,659.1,3451,google_org.png,Sub8.asc
3117,R,16787249,16787411,163,215.3,661.2,3397,google_org.png,Sub8.asc
3118,R,16787475,16787730,256,536.4,712.1,3324,google_org.png,Sub8.asc
3119,R,16787755,16787857,103,580.2,715.9,3195,google_org.png,Sub8.asc
3120,R,16787914,16788130,217,909.2,720.4,2971,google_org.png,Sub8.asc
3121,R,16788192,16788329,138,897.9,316.6,2921,google_org.png,Sub8.asc
3122,R,16788355,16788514,160,872.5,271.9,3011,google_org.png,Sub8.asc
3123,R,16788565,16788649,85,911.7,74.6,3014,google_org.png,Sub8.asc
3124,R,16801551,16801672,122,678.3,337.1,4172,google_org.png,Sub8.asc
3125,R,16801721,16801926,206,588.2,286.3,4211,google_org.png,Sub8.asc
3126,R,16801984,16802161,178,403.7,187.0,4156,bing_home.png,Sub8.asc
3127,R,16802212,16802441,230,225.7,170.9,4108,bing_home.png,Sub8.asc
3128,R,16802471,16802823,353,179.7,171.2,4115,bing_home.png,Sub8.asc
3129,R,16802995,16803275,281,542.1,377.1,4178,bing_home.png,Sub8.asc
3130,R,16803310,16803585,276,607.4,402.9,4133,bing_home.png,Sub8.asc
3131,R,16803665,16803916,252,205.6,182.3,3989,bing_home.png,Sub8.asc
3132,R,16803949,16804169,221,147.6,191.4,3991,bing_home.png,Sub8.asc
3133,R,16804198,16804333,136,186.8,172.5,4031,bing_home.png,Sub8.asc
3134,R,16804374,16804614,241,361.6,175.6,4087,bing_home.png,Sub8.asc
3135,R,16804669,16804775,107,654.6,170.8,4087,bing_home.png,Sub8.asc
3136,R,16804840,16805067,228,1035.3,310.9,4119,bing_home.png,Sub8.asc
3137,R,16805138,16805292,155,1206.4,660.0,4126,bing_home.png,Sub8.asc
3138,R,16805322,16805554,233,1269.4,709.3,4112,bing_home.png,Sub8.asc
3139,R,16805578,16805850,273,1239.1,707.8,4119,bing_home.png,Sub8.asc
3140,R,16805919,16806079,161,1241.6,179.5,3911,bing_home.png,Sub8.asc
3141,R,16806129,16806300,172,1342.7,-25.3,3848,bing_home.png,Sub8.asc
3142,R,16806329,16806768,440,1280.7,-9.3,3888,bing_home.png,Sub8.asc
3143,R,16808444,16808564,121,674.6,357.7,3922,bing_home.png,Sub8.asc
3144,R,16808600,16808835,236,623.3,338.9,3999,bing_home.png,Sub8.asc
3145,R,16808887,16809031,145,625.0,188.2,3658,flipboad_f&d.png,Sub8.asc
3146,R,16809051,16809353,303,599.8,163.3,2817,flipboad_f&d.png,Sub8.asc
3147,R,16809380,16809597,218,658.3,157.3,2577,flipboad_f&d.png,Sub8.asc
3148,R,16809655,16810040,386,844.7,363.3,2775,flipboad_f&d.png,Sub8.asc
3149,R,16810110,16810335,226,671.7,657.2,2855,flipboad_f&d.png,Sub8.asc
3150,R,16810378,16810516,139,644.4,535.8,2756,flipboad_f&d.png,Sub8.asc
3151,R,16810542,16810715,174,608.5,539.2,2665,flipboad_f&d.png,Sub8.asc
3152,R,16810735,16810848,114,593.5,539.6,2734,flipboad_f&d.png,Sub8.asc
3153,R,16810987,16811159,173,252.1,137.3,2870,flipboad_f&d.png,Sub8.asc
3154,R,16811181,16811414,234,248.1,112.4,2914,flipboad_f&d.png,Sub8.asc
3155,R,16811437,16811567,131,284.7,107.1,3041,flipboad_f&d.png,Sub8.asc
3156,R,16811615,16811805,191,236.9,228.0,3232,flipboad_f&d.png,Sub8.asc
3157,R,16811831,16811974,144,227.1,261.2,3335,flipboad_f&d.png,Sub8.asc
3158,R,16812001,16812108,108,264.4,252.4,3393,flipboad_f&d.png,Sub8.asc
3159,R,16812245,16812383,139,637.1,126.4,3365,flipboad_f&d.png,Sub8.asc
3160,R,16812405,16812542,138,607.1,135.6,3369,flipboad_f&d.png,Sub8.asc
3161,R,16812569,16812692,124,664.9,137.0,3289,flipboad_f&d.png,Sub8.asc
3162,R,16812757,16812960,204,814.2,370.0,3302,flipboad_f&d.png,Sub8.asc
3163,R,16812985,16813202,218,854.0,371.8,3092,flipboad_f&d.png,Sub8.asc
3164,R,16813265,16813383,119,744.5,641.9,2830,flipboad_f&d.png,Sub8.asc
3165,R,16813411,16813669,259,679.4,644.4,2709,flipboad_f&d.png,Sub8.asc
3166,R,16829570,16829910,341,674.9,353.6,4005,flipboad_f&d.png,Sub8.asc
3167,R,16829973,16830078,106,499.4,241.4,3836,sciencedirect.png,Sub8.asc
3168,R,16830122,16830269,148,416.8,170.6,2961,sciencedirect.png,Sub8.asc
3169,R,16830328,16830477,150,112.1,61.3,2323,sciencedirect.png,Sub8.asc
3170,R,16830520,16830775,256,65.7,52.5,2272,sciencedirect.png,Sub8.asc
3171,R,16830807,16831064,258,152.9,49.5,2602,sciencedirect.png,Sub8.asc
3172,R,16831085,16831290,206,173.3,46.6,2930,sciencedirect.png,Sub8.asc
3173,R,16831502,16831736,235,884.8,176.4,3354,sciencedirect.png,Sub8.asc
3174,R,16831763,16832036,274,937.9,171.2,3361,sciencedirect.png,Sub8.asc
3175,R,16832104,16832331,228,1220.3,372.6,3357,sciencedirect.png,Sub8.asc
3176,R,16832385,16832718,334,872.0,437.4,3392,sciencedirect.png,Sub8.asc
3177,R,16832798,16832925,128,440.7,366.9,3200,sciencedirect.png,Sub8.asc
3178,R,16832963,16833351,389,327.3,376.4,3222,sciencedirect.png,Sub8.asc
3179,R,16833384,16833680,297,419.0,372.9,3348,sciencedirect.png,Sub8.asc
3180,R,16833709,16833909,201,486.0,364.0,3419,sciencedirect.png,Sub8.asc
3181,R,16833935,16834185,251,522.1,365.6,3373,sciencedirect.png,Sub8.asc
3182,R,16834208,16834413,206,550.7,365.6,3427,sciencedirect.png,Sub8.asc
3183,R,16834453,16834840,388,656.9,362.9,3421,sciencedirect.png,Sub8.asc
3184,R,16836547,16836666,120,692.7,356.4,3576,sciencedirect.png,Sub8.asc
3185,R,16836754,16836893,140,407.0,190.0,3621,apple(1).png,Sub8.asc
3186,R,16836942,16837392,451,261.1,102.9,3089,apple(1).png,Sub8.asc
3187,R,16837416,16837661,246,289.1,104.5,2687,apple(1).png,Sub8.asc
3188,R,16837693,16837863,171,247.2,109.5,2913,apple(1).png,Sub8.asc
3189,R,16837937,16838095,159,529.0,353.2,3260,apple(1).png,Sub8.asc
3190,R,16838127,16838274,148,510.3,419.4,3330,apple(1).png,Sub8.asc
3191,R,16838332,16838611,280,367.2,246.2,3061,apple(1).png,Sub8.asc
3192,R,16838647,16838856,210,460.3,222.4,2987,apple(1).png,Sub8.asc
3193,R,16839050,16839190,141,602.1,237.0,2927,apple(1).png,Sub8.asc
3194,R,16839209,16839401,193,576.2,233.8,2901,apple(1).png,Sub8.asc
3195,R,16839434,16839639,206,672.0,229.4,2933,apple(1).png,Sub8.asc
3196,R,16839692,16839883,192,957.3,222.9,3006,apple(1).png,Sub8.asc
3197,R,16839908,16840036,129,989.5,234.7,3055,apple(1).png,Sub8.asc
3198,R,16840065,16840242,178,1043.2,234.2,3000,apple(1).png,Sub8.asc
3199,R,16840273,16840435,163,971.7,250.2,3103,apple(1).png,Sub8.asc
3200,R,16840503,16840676,174,977.8,545.5,3285,apple(1).png,Sub8.asc
3201,R,16840721,16840838,118,858.9,734.0,3215,apple(1).png,Sub8.asc
3202,R,16840874,16840990,117,757.0,726.2,3001,apple(1).png,Sub8.asc
3203,R,16841066,16841312,247,293.7,728.4,2784,apple(1).png,Sub8.asc
3204,R,16841334,16841521,188,276.5,721.4,2751,apple(1).png,Sub8.asc
3205,R,16841553,16841713,161,356.7,707.6,2822,apple(1).png,Sub8.asc
3206,R,16842902,16842997,96,698.7,362.9,3446,apple(1).png,Sub8.asc
3207,R,16843063,16843277,215,533.3,287.6,3519,apple(1).png,Sub8.asc
3208,R,16843332,16843716,385,340.1,153.0,2951,apple.png,Sub8.asc
3209,R,16843735,16843853,119,309.6,136.0,2482,apple.png,Sub8.asc
3210,R,16844062,16844350,289,823.3,176.6,2855,apple.png,Sub8.asc
3211,R,16844409,16844672,264,680.1,317.0,2977,apple.png,Sub8.asc
3212,R,16844741,16844889,149,840.4,614.2,3006,apple.png,Sub8.asc
3213,R,16844917,16845134,218,888.7,679.0,2969,apple.png,Sub8.asc
3214,R,16845190,16845372,183,1173.5,556.2,2823,apple.png,Sub8.asc
3215,R,16845384,16845508,125,1158.1,558.6,2903,apple.png,Sub8.asc
3216,R,16845590,16845771,182,649.4,438.7,3078,apple.png,Sub8.asc
3217,R,16845821,16846126,306,480.1,601.0,3204,apple.png,Sub8.asc
3218,R,16846174,16846399,226,461.9,701.0,3015,apple.png,Sub8.asc
3219,R,16846442,16846643,202,560.0,626.7,2844,apple.png,Sub8.asc
3220,R,16846669,16846805,137,603.7,616.1,2849,apple.png,Sub8.asc
3221,R,16846880,16847137,258,1151.3,571.2,2838,apple.png,Sub8.asc
3222,R,16847166,16847364,199,1200.5,570.0,2854,apple.png,Sub8.asc
3223,R,16847401,16847581,181,1266.3,574.7,2905,apple.png,Sub8.asc
3224,R,16847708,16847892,185,210.4,630.9,3139,apple.png,Sub8.asc
3225,R,16847924,16848160,237,151.8,674.1,3057,apple.png,Sub8.asc
3226,R,16849628,16849956,329,577.2,311.8,3420,apple.png,Sub8.asc
3227,R,16850011,16850113,103,440.4,187.8,3358,scholarpedia.png,Sub8.asc
3228,R,16850151,16850436,286,341.6,192.0,2561,scholarpedia.png,Sub8.asc
3229,R,16850481,16850687,207,505.6,189.4,2349,scholarpedia.png,Sub8.asc
3230,R,16850713,16850896,184,557.5,192.6,2561,scholarpedia.png,Sub8.asc
3231,R,16850937,16851121,185,639.2,191.5,2829,scholarpedia.png,Sub8.asc
3232,R,16851147,16851484,338,580.4,188.5,3023,scholarpedia.png,Sub8.asc
3233,R,16851516,16851741,226,666.6,192.1,3134,scholarpedia.png,Sub8.asc
3234,R,16851765,16851943,179,688.3,193.5,3171,scholarpedia.png,Sub8.asc
3235,R,16852155,16852261,107,411.5,452.7,3211,scholarpedia.png,Sub8.asc
3236,R,16852296,16852513,218,322.0,476.4,3086,scholarpedia.png,Sub8.asc
3237,R,16852565,16852865,301,311.7,624.6,2863,scholarpedia.png,Sub8.asc
3238,R,16852912,16853103,192,508.9,619.7,2854,scholarpedia.png,Sub8.asc
3239,R,16853128,16853281,154,558.5,625.6,2737,scholarpedia.png,Sub8.asc
3240,R,16853340,16853554,215,905.0,626.3,2647,scholarpedia.png,Sub8.asc
3241,R,16853577,16853703,127,876.6,627.4,2601,scholarpedia.png,Sub8.asc
3242,R,16853743,16853995,253,1000.0,627.1,2591,scholarpedia.png,Sub8.asc
3243,R,16854015,16854127,113,1010.3,628.8,2651,scholarpedia.png,Sub8.asc
3244,R,16854174,16854529,356,1101.3,496.1,2664,scholarpedia.png,Sub8.asc
3245,R,16854600,16854651,52,1196.7,172.2,2700,scholarpedia.png,Sub8.asc
3246,R,16854687,16854833,147,1177.1,92.4,2685,scholarpedia.png,Sub8.asc
3247,R,16854875,16854904,30,1232.7,46.1,2651,scholarpedia.png,Sub8.asc
0,R,6009027,6009454,428,669.3,374.0,1116,cnn_video.png,Sub2_Lew.asc
1,R,6009484,6009599,116,737.9,352.2,1116,cnn_video.png,Sub2_Lew.asc
2,R,6009650,6009768,119,604.4,337.6,1046,cnn_video.png,Sub2_Lew.asc
3,R,6010077,6010224,148,266.0,102.8,968,cnn_video.png,Sub2_Lew.asc
4,R,6010256,6010436,181,224.0,78.6,1007,cnn_video.png,Sub2_Lew.asc
5,R,6010518,6010699,182,688.9,47.4,1004,cnn_video.png,Sub2_Lew.asc
6,R,6010733,6010901,169,660.9,53.2,979,cnn_video.png,Sub2_Lew.asc
7,R,6010942,6011110,169,610.1,85.8,904,cnn_video.png,Sub2_Lew.asc
8,R,6011188,6011371,184,239.1,96.9,915,cnn_video.png,Sub2_Lew.asc
9,R,6011538,6011579,42,612.0,109.8,993,cnn_video.png,Sub2_Lew.asc
10,R,6011650,6011896,247,311.2,127.6,1089,cnn_video.png,Sub2_Lew.asc
11,R,6011959,6012132,174,286.6,246.1,1187,cnn_video.png,Sub2_Lew.asc
12,R,6012161,6012324,164,303.7,249.6,1261,cnn_video.png,Sub2_Lew.asc
13,R,6012392,6012616,225,232.8,148.2,1233,cnn_video.png,Sub2_Lew.asc
14,R,6012809,6013129,321,280.2,392.4,1278,cnn_video.png,Sub2_Lew.asc
15,R,6013182,6013370,189,390.2,401.3,1107,cnn_video.png,Sub2_Lew.asc
16,R,6013554,6013781,228,475.7,387.5,926,cnn_video.png,Sub2_Lew.asc
17,R,6013851,6013968,118,242.3,408.7,952,cnn_video.png,Sub2_Lew.asc
18,R,6014050,6014190,141,716.3,486.1,1008,cnn_video.png,Sub2_Lew.asc
19,R,6014229,6014294,66,831.9,487.9,1023,cnn_video.png,Sub2_Lew.asc
20,R,6025569,6025973,405,669.5,363.0,1106,cnn_video.png,Sub2_Lew.asc
21,R,6026004,6026207,204,793.7,350.0,909,singtel.png,Sub2_Lew.asc
22,R,6026322,6026470,149,736.9,181.6,611,singtel.png,Sub2_Lew.asc
23,R,6026547,6026790,244,237.9,66.4,578,singtel.png,Sub2_Lew.asc
24,R,6026908,6027079,172,212.5,94.2,598,singtel.png,Sub2_Lew.asc
25,R,6027181,6027392,212,867.8,56.9,628,singtel.png,Sub2_Lew.asc
26,R,6027421,6027540,120,777.0,47.2,649,singtel.png,Sub2_Lew.asc
27,R,6027611,6027745,135,834.8,174.8,689,singtel.png,Sub2_Lew.asc
28,R,6027799,6027943,145,811.8,235.0,762,singtel.png,Sub2_Lew.asc
29,R,6028018,6028357,340,493.2,215.0,820,singtel.png,Sub2_Lew.asc
30,R,6028529,6028672,144,539.8,247.5,830,singtel.png,Sub2_Lew.asc
31,R,6028731,6028940,210,557.1,357.2,841,singtel.png,Sub2_Lew.asc
32,R,6028977,6029125,149,550.6,382.6,825,singtel.png,Sub2_Lew.asc
33,R,6029195,6029412,218,915.1,280.5,744,singtel.png,Sub2_Lew.asc
34,R,6029459,6029570,112,786.4,274.1,697,singtel.png,Sub2_Lew.asc
35,R,6029725,6029880,156,847.1,239.4,682,singtel.png,Sub2_Lew.asc
36,R,6029927,6030070,144,768.7,324.4,796,singtel.png,Sub2_Lew.asc
37,R,6030137,6030443,307,958.5,297.6,898,singtel.png,Sub2_Lew.asc
38,R,6030489,6030562,74,828.6,305.7,927,singtel.png,Sub2_Lew.asc
39,R,6030657,6030855,199,288.7,214.9,909,singtel.png,Sub2_Lew.asc
40,R,6038516,6038957,442,658.2,350.1,872,singtel.png,Sub2_Lew.asc
41,R,6039005,6039112,108,709.8,334.1,767,lg.png,Sub2_Lew.asc
42,R,6039189,6039328,140,298.2,208.3,614,lg.png,Sub2_Lew.asc
43,R,6039465,6039648,184,235.4,84.5,541,lg.png,Sub2_Lew.asc
44,R,6039683,6039905,223,220.7,89.0,590,lg.png,Sub2_Lew.asc
45,R,6039944,6040139,196,282.6,103.1,677,lg.png,Sub2_Lew.asc
46,R,6040204,6040391,188,268.2,229.0,743,lg.png,Sub2_Lew.asc
47,R,6040480,6040609,130,888.4,316.4,749,lg.png,Sub2_Lew.asc
48,R,6040753,6040973,221,902.2,336.8,732,lg.png,Sub2_Lew.asc
49,R,6041031,6041306,276,868.8,437.6,807,lg.png,Sub2_Lew.asc
50,R,6041394,6041681,288,273.4,477.0,847,lg.png,Sub2_Lew.asc
51,R,6041749,6042026,278,279.1,671.8,814,lg.png,Sub2_Lew.asc
52,R,6042078,6042224,147,424.8,645.0,811,lg.png,Sub2_Lew.asc
53,R,6042261,6042344,84,377.3,652.1,753,lg.png,Sub2_Lew.asc
54,R,6042540,6042727,188,725.6,662.8,725,lg.png,Sub2_Lew.asc
55,R,6042750,6042871,122,708.4,658.6,743,lg.png,Sub2_Lew.asc
56,R,6042945,6043339,395,1013.0,670.8,719,lg.png,Sub2_Lew.asc
57,R,6043383,6043632,250,918.2,706.3,712,lg.png,Sub2_Lew.asc
58,R,6043730,6043801,72,961.5,325.5,722,lg.png,Sub2_Lew.asc
59,R,6046244,6046626,383,672.4,369.6,1002,lg.png,Sub2_Lew.asc
60,R,6046716,6046842,127,313.0,211.3,889,red_dot.png,Sub2_Lew.asc
61,R,6046881,6047029,149,271.8,182.3,707,red_dot.png,Sub2_Lew.asc
62,R,6047161,6047287,127,314.8,125.3,638,red_dot.png,Sub2_Lew.asc
63,R,6047324,6047477,154,283.9,182.7,687,red_dot.png,Sub2_Lew.asc
64,R,6047573,6047620,48,385.5,634.4,852,red_dot.png,Sub2_Lew.asc
65,R,6047668,6047931,264,333.6,592.1,899,red_dot.png,Sub2_Lew.asc
66,R,6047971,6048123,153,313.3,632.6,829,red_dot.png,Sub2_Lew.asc
67,R,6048173,6048408,236,301.8,563.3,811,red_dot.png,Sub2_Lew.asc
68,R,6048487,6048541,55,727.3,465.7,795,red_dot.png,Sub2_Lew.asc
69,R,6048697,6048804,108,1025.8,132.9,742,red_dot.png,Sub2_Lew.asc
70,R,6048860,6049099,240,1035.5,79.3,722,red_dot.png,Sub2_Lew.asc
71,R,6049138,6049315,178,1044.6,136.5,723,red_dot.png,Sub2_Lew.asc
72,R,6049384,6049582,199,824.7,291.4,827,red_dot.png,Sub2_Lew.asc
73,R,6049613,6049740,128,729.9,278.0,819,red_dot.png,Sub2_Lew.asc
74,R,6049816,6049982,167,1087.4,272.9,752,red_dot.png,Sub2_Lew.asc
75,R,6050082,6050339,258,362.9,46.5,824,red_dot.png,Sub2_Lew.asc
76,R,6050362,6050503,142,368.7,74.9,814,red_dot.png,Sub2_Lew.asc
77,R,6050560,6050781,222,483.6,87.0,875,red_dot.png,Sub2_Lew.asc
78,R,6050994,6051106,113,446.8,783.7,1094,red_dot.png,Sub2_Lew.asc
79,R,6051153,6051285,133,430.8,746.1,1113,red_dot.png,Sub2_Lew.asc
80,R,6051369,6051527,159,937.5,725.5,881,red_dot.png,Sub2_Lew.asc
81,R,6054174,6054545,372,670.8,395.7,1006,red_dot.png,Sub2_Lew.asc
82,R,6054726,6054844,119,384.6,73.3,773,bandao.png,Sub2_Lew.asc
83,R,6054903,6054994,92,240.1,74.9,682,bandao.png,Sub2_Lew.asc
84,R,6055185,6055300,116,578.7,122.3,723,bandao.png,Sub2_Lew.asc
85,R,6055343,6055605,263,717.7,149.4,813,bandao.png,Sub2_Lew.asc
86,R,6055643,6055830,188,785.5,150.8,830,bandao.png,Sub2_Lew.asc
87,R,6055871,6056206,336,711.6,171.1,835,bandao.png,Sub2_Lew.asc
88,R,6056241,6056703,463,702.0,196.3,820,bandao.png,Sub2_Lew.asc
89,R,6056781,6056852,72,427.0,336.7,853,bandao.png,Sub2_Lew.asc
90,R,6056945,6057102,158,251.8,51.6,819,bandao.png,Sub2_Lew.asc
91,R,6057134,6057223,90,182.2,36.8,797,bandao.png,Sub2_Lew.asc
92,R,6057333,6057561,229,1056.1,55.2,779,bandao.png,Sub2_Lew.asc
93,R,6057598,6057840,243,1151.8,42.9,759,bandao.png,Sub2_Lew.asc
94,R,6057913,6058134,222,971.8,224.9,858,bandao.png,Sub2_Lew.asc
95,R,6058170,6058338,169,932.8,185.6,879,bandao.png,Sub2_Lew.asc
96,R,6058397,6058539,143,1069.2,185.3,830,bandao.png,Sub2_Lew.asc
97,R,6058722,6058912,191,589.5,523.0,923,bandao.png,Sub2_Lew.asc
98,R,6058955,6059278,324,525.5,575.5,875,bandao.png,Sub2_Lew.asc
99,R,6059336,6059452,117,333.8,598.2,828,bandao.png,Sub2_Lew.asc
100,R,6062069,6062452,384,674.4,392.4,962,bandao.png,Sub2_Lew.asc
101,R,6062529,6062608,80,411.0,207.7,902,best_design.png,Sub2_Lew.asc
102,R,6062778,6062918,141,452.9,156.7,635,best_design.png,Sub2_Lew.asc
103,R,6062963,6063126,164,623.1,153.4,630,best_design.png,Sub2_Lew.asc
104,R,6063199,6063415,217,245.6,89.8,675,best_design.png,Sub2_Lew.asc
105,R,6063522,6063756,235,879.3,437.9,740,best_design.png,Sub2_Lew.asc
106,R,6063816,6063925,110,857.5,583.7,759,best_design.png,Sub2_Lew.asc
107,R,6063964,6064053,90,905.5,608.0,742,best_design.png,Sub2_Lew.asc
108,R,6064181,6064537,357,913.3,304.5,692,best_design.png,Sub2_Lew.asc
109,R,6064613,6064860,248,1027.1,143.1,704,best_design.png,Sub2_Lew.asc
110,R,6064892,6065092,201,1049.2,139.7,739,best_design.png,Sub2_Lew.asc
111,R,6065128,6065384,257,987.8,145.2,779,best_design.png,Sub2_Lew.asc
112,R,6065466,6065605,140,1338.4,71.2,752,best_design.png,Sub2_Lew.asc
113,R,6065629,6065899,271,1309.8,57.0,753,best_design.png,Sub2_Lew.asc
114,R,6066017,6066259,243,340.3,321.9,920,best_design.png,Sub2_Lew.asc
115,R,6066289,6066444,156,261.7,304.1,808,best_design.png,Sub2_Lew.asc
116,R,6066514,6066860,347,476.8,459.6,799,best_design.png,Sub2_Lew.asc
117,R,6066928,6067080,153,386.2,598.3,809,best_design.png,Sub2_Lew.asc
118,R,6067164,6067290,127,586.3,317.9,783,best_design.png,Sub2_Lew.asc
119,R,6067325,6067366,42,588.8,336.6,763,best_design.png,Sub2_Lew.asc
120,R,6070098,6070475,378,666.5,393.8,1090,best_design.png,Sub2_Lew.asc
121,R,6070575,6070620,46,617.8,156.6,960,vogue.png,Sub2_Lew.asc
122,R,6070673,6070761,89,735.2,102.4,776,vogue.png,Sub2_Lew.asc
123,R,6070899,6071075,177,594.2,107.3,704,vogue.png,Sub2_Lew.asc
124,R,6071145,6071335,191,331.0,229.6,769,vogue.png,Sub2_Lew.asc
125,R,6071391,6071527,137,527.2,222.8,796,vogue.png,Sub2_Lew.asc
126,R,6071567,6071877,311,438.6,225.3,832,vogue.png,Sub2_Lew.asc
127,R,6071925,6072108,184,572.8,222.4,864,vogue.png,Sub2_Lew.asc
128,R,6072163,6072351,189,801.6,218.3,844,vogue.png,Sub2_Lew.asc
129,R,6072418,6072547,130,1009.1,352.2,849,vogue.png,Sub2_Lew.asc
130,R,6072580,6072793,214,985.9,351.4,838,vogue.png,Sub2_Lew.asc
131,R,6072877,6073261,385,537.9,417.7,810,vogue.png,Sub2_Lew.asc
132,R,6073307,6073631,325,475.4,493.2,801,vogue.png,Sub2_Lew.asc
133,R,6073797,6073980,184,615.5,478.4,771,vogue.png,Sub2_Lew.asc
134,R,6074032,6074162,131,498.5,514.5,820,vogue.png,Sub2_Lew.asc
135,R,6074251,6074348,98,988.9,367.6,812,vogue.png,Sub2_Lew.asc
136,R,6074373,6074535,163,999.1,353.8,830,vogue.png,Sub2_Lew.asc
137,R,6074604,6074789,186,1164.1,448.5,820,vogue.png,Sub2_Lew.asc
138,R,6074875,6074991,117,824.5,774.6,886,vogue.png,Sub2_Lew.asc
139,R,6075031,6075150,120,739.4,772.8,868,vogue.png,Sub2_Lew.asc
140,R,6075245,6075357,113,112.3,771.9,792,vogue.png,Sub2_Lew.asc
141,R,6077609,6077972,364,671.0,377.5,686,vogue.png,Sub2_Lew.asc
142,R,6078045,6078135,91,611.2,232.4,647,flipboard_travel.png,Sub2_Lew.asc
143,R,6078183,6078269,87,591.4,147.1,556,flipboard_travel.png,Sub2_Lew.asc
144,R,6078343,6078524,182,187.6,74.2,531,flipboard_travel.png,Sub2_Lew.asc
145,R,6078668,6078851,184,180.2,114.1,601,flipboard_travel.png,Sub2_Lew.asc
146,R,6078879,6078901,23,193.2,65.4,637,flipboard_travel.png,Sub2_Lew.asc
