,eye,tStart,tEnd,duration,xStart,yStart,xEnd,yEnd,ampDeg,vPeak,stimuliName,order,name
270,R,6135625,6135657,33,886.9,95.2,939.8,92.3,1.52,167,Facebook.png,52.42880000000002,Sub2_Lew.asc
271,R,6135984,6136078,95,943.6,100.7,1186.5,429.7,14.11,380,Facebook.png,41.94304000000002,Sub2_Lew.asc
272,R,6136344,6136387,44,1185.1,430.0,1187.6,374.0,2.09,124,Facebook.png,33.55443200000002,Sub2_Lew.asc
273,R,6136630,6136704,75,1184.7,374.5,1192.0,617.8,8.88,337,Facebook.png,26.843545600000013,Sub2_Lew.asc
274,R,6136984,6137019,36,1191.4,612.6,1190.9,577.8,1.25,95,Facebook.png,21.47483648000001,Sub2_Lew.asc
275,R,6137279,6137315,37,1189.5,579.4,1193.7,534.3,1.63,122,Facebook.png,17.17986918400001,Sub2_Lew.asc
276,R,6137564,6137585,22,1190.6,536.7,1194.5,525.6,0.42,50,Facebook.png,13.743895347200008,Sub2_Lew.asc
277,R,6137749,6137782,34,1196.5,528.2,1192.1,546.5,0.68,104,Facebook.png,10.995116277760006,Sub2_Lew.asc
278,R,6137954,6137975,22,1190.1,550.0,1190.6,531.8,0.66,61,Facebook.png,8.796093022208007,Sub2_Lew.asc
279,R,6138245,6138341,97,1191.6,534.2,1218.3,133.7,14.77,345,Facebook.png,7.036874417766406,Sub2_Lew.asc
280,R,6138509,6138594,86,1213.0,136.6,1175.1,440.2,11.35,381,Facebook.png,5.629499534213124,Sub2_Lew.asc
281,R,6138840,6138872,33,1168.8,441.2,1191.1,441.6,0.61,109,Facebook.png,4.503599627370501,Sub2_Lew.asc
282,R,6138977,6139051,75,1194.6,444.9,872.7,558.2,9.86,432,Facebook.png,3.6028797018964007,Sub2_Lew.asc
283,R,6142477,6142574,98,671.0,399.9,299.2,149.0,14.31,292,samsung.png,160.0,Sub2_Lew.asc
284,R,6142823,6142861,39,291.0,126.2,249.8,98.3,1.56,74,samsung.png,128.00000000000003,Sub2_Lew.asc
285,R,6143010,6143060,51,250.7,94.8,439.4,83.2,5.33,326,samsung.png,102.40000000000002,Sub2_Lew.asc
286,R,6143132,6143289,158,443.9,86.7,564.3,10.0,4.51,366,samsung.png,81.92000000000002,Sub2_Lew.asc
287,R,6143485,6143521,37,578.9,20.0,644.4,35.8,1.98,216,samsung.png,65.53600000000002,Sub2_Lew.asc
288,R,6143705,6143788,84,651.9,48.3,1140.6,15.9,13.78,443,samsung.png,52.42880000000002,Sub2_Lew.asc
289,R,6144243,6144302,60,1125.9,29.0,912.5,79.2,6.27,342,samsung.png,41.94304000000002,Sub2_Lew.asc
290,R,6144455,6144551,97,906.2,78.4,257.4,161.4,18.57,475,samsung.png,33.55443200000002,Sub2_Lew.asc
291,R,6144846,6144920,75,264.0,158.5,499.4,331.4,9.4,379,samsung.png,26.843545600000013,Sub2_Lew.asc
292,R,6145153,6145196,44,499.2,332.2,574.0,293.4,2.64,212,samsung.png,21.47483648000001,Sub2_Lew.asc
293,R,6145630,6145697,68,573.9,294.8,616.0,401.8,4.31,250,samsung.png,17.17986918400001,Sub2_Lew.asc
294,R,6145821,6145886,66,614.7,399.5,386.0,427.1,6.64,346,samsung.png,13.743895347200008,Sub2_Lew.asc
295,R,6146173,6146247,75,385.6,419.2,356.2,297.4,4.72,162,samsung.png,10.995116277760006,Sub2_Lew.asc
296,R,6146391,6146468,78,351.9,295.1,576.7,418.5,7.99,360,samsung.png,8.796093022208007,Sub2_Lew.asc
297,R,6146776,6146818,43,573.2,421.0,548.6,464.4,1.8,183,samsung.png,7.036874417766406,Sub2_Lew.asc
298,R,6147191,6147249,59,549.4,480.1,829.6,475.8,8.04,360,samsung.png,5.629499534213124,Sub2_Lew.asc
299,R,6150866,6150943,78,667.0,391.8,438.3,283.5,7.82,218,lenovo.png,160.0,Sub2_Lew.asc
300,R,6151041,6151111,71,431.7,281.1,191.9,71.4,10.4,318,lenovo.png,128.00000000000003,Sub2_Lew.asc
301,R,6151252,6151259,8,193.6,75.9,195.5,83.2,0.28,36,lenovo.png,102.40000000000002,Sub2_Lew.asc
302,R,6151286,6151417,132,202.9,97.0,306.9,47.2,3.43,359,lenovo.png,81.92000000000002,Sub2_Lew.asc
303,R,6151523,6151650,128,313.4,59.7,153.8,247.5,8.32,425,lenovo.png,65.53600000000002,Sub2_Lew.asc
304,R,6151961,6152011,51,161.8,267.1,207.9,212.0,2.43,144,lenovo.png,52.42880000000002,Sub2_Lew.asc
305,R,6152350,6152410,61,202.2,217.2,209.9,324.7,4.06,265,lenovo.png,41.94304000000002,Sub2_Lew.asc
306,R,6152615,6152646,32,208.6,327.8,207.4,351.6,0.9,112,lenovo.png,33.55443200000002,Sub2_Lew.asc
307,R,6152772,6152841,70,212.0,355.4,471.2,256.0,8.23,395,lenovo.png,26.843545600000013,Sub2_Lew.asc
308,R,6153005,6153027,23,473.6,258.1,501.5,243.2,0.99,114,lenovo.png,21.47483648000001,Sub2_Lew.asc
309,R,6153180,6153228,49,495.7,250.3,729.1,252.3,6.78,349,lenovo.png,17.17986918400001,Sub2_Lew.asc
310,R,6153472,6153509,38,725.4,256.2,778.4,254.4,1.54,202,lenovo.png,13.743895347200008,Sub2_Lew.asc
311,R,6154009,6154073,65,785.2,254.2,1124.8,292.4,9.76,382,lenovo.png,10.995116277760006,Sub2_Lew.asc
312,R,6154423,6154510,88,1124.5,301.1,590.3,312.9,15.18,387,lenovo.png,8.796093022208007,Sub2_Lew.asc
313,R,6154708,6154748,41,589.2,305.9,524.7,322.6,1.98,247,lenovo.png,7.036874417766406,Sub2_Lew.asc
314,R,6154963,6155048,86,513.3,325.9,219.2,622.6,13.73,487,lenovo.png,5.629499534213124,Sub2_Lew.asc
315,R,6155427,6155455,29,209.7,610.3,334.3,582.4,3.55,312,lenovo.png,4.503599627370501,Sub2_Lew.asc
316,R,6155733,6155797,65,339.3,576.6,167.5,582.1,4.68,243,lenovo.png,3.6028797018964007,Sub2_Lew.asc
317,R,6158552,6158617,66,662.8,389.7,403.7,337.6,7.73,278,cell.png,160.0,Sub2_Lew.asc
318,R,6158657,6158840,184,396.6,341.1,312.5,288.3,3.13,842,cell.png,128.00000000000003,Sub2_Lew.asc
319,R,6158930,6159014,85,311.1,292.2,111.2,87.6,9.44,236,cell.png,102.40000000000002,Sub2_Lew.asc
320,R,6159216,6159253,38,120.1,84.2,33.2,107.2,2.46,229,cell.png,81.92000000000002,Sub2_Lew.asc
321,R,6159569,6159641,73,40.6,111.3,60.9,332.3,8.16,349,cell.png,65.53600000000002,Sub2_Lew.asc
322,R,6159849,6159946,98,62.8,335.3,572.2,35.1,18.03,459,cell.png,52.42880000000002,Sub2_Lew.asc
323,R,6160082,6160121,40,573.7,30.0,478.4,25.9,2.74,241,cell.png,41.94304000000002,Sub2_Lew.asc
324,R,6160302,6160397,96,473.8,26.1,1129.9,91.6,18.57,490,cell.png,33.55443200000002,Sub2_Lew.asc
325,R,6160583,6160650,68,1107.4,126.5,1055.9,295.5,6.57,320,cell.png,26.843545600000013,Sub2_Lew.asc
326,R,6160799,6160843,45,1053.8,296.3,1126.6,308.1,2.08,192,cell.png,21.47483648000001,Sub2_Lew.asc
327,R,6161059,6161138,80,1131.5,309.0,524.6,194.3,17.75,387,cell.png,17.17986918400001,Sub2_Lew.asc
328,R,6161402,6161440,39,519.9,184.8,431.3,218.2,2.86,227,cell.png,13.743895347200008,Sub2_Lew.asc
329,R,6161811,6161875,65,425.7,219.3,211.3,279.5,6.46,310,cell.png,10.995116277760006,Sub2_Lew.asc
330,R,6162001,6162100,100,215.2,300.0,68.7,75.4,9.25,269,cell.png,8.796093022208007,Sub2_Lew.asc
331,R,6162235,6162396,162,63.4,80.7,1033.7,192.9,26.84,585,cell.png,7.036874417766406,Sub2_Lew.asc
332,R,6162613,6162722,110,1037.2,190.1,212.1,373.6,24.04,541,cell.png,5.629499534213124,Sub2_Lew.asc
333,R,6162881,6162939,59,219.2,379.7,409.6,344.6,5.51,323,cell.png,4.503599627370501,Sub2_Lew.asc
334,R,6163069,6163104,36,408.6,346.1,366.3,344.2,1.21,136,cell.png,3.6028797018964007,Sub2_Lew.asc
335,R,6163353,6163397,45,363.4,347.8,471.0,352.8,3.08,281,cell.png,2.8823037615171203,Sub2_Lew.asc
336,R,6165759,6165841,83,664.6,365.3,406.5,210.3,9.55,271,deviantart_HP.png,160.0,Sub2_Lew.asc
337,R,6165933,6165986,54,397.8,206.3,287.5,93.6,5.3,259,deviantart_HP.png,128.00000000000003,Sub2_Lew.asc
338,R,6166119,6166139,21,287.7,96.3,286.4,77.8,0.7,59,deviantart_HP.png,102.40000000000002,Sub2_Lew.asc
339,R,6166346,6166383,38,285.3,86.7,271.9,117.7,1.23,158,deviantart_HP.png,81.92000000000002,Sub2_Lew.asc
340,R,6166572,6166611,40,273.8,126.4,284.3,164.3,1.47,151,deviantart_HP.png,65.53600000000002,Sub2_Lew.asc
341,R,6166821,6166984,164,287.7,181.8,268.2,111.0,2.74,398,deviantart_HP.png,52.42880000000002,Sub2_Lew.asc
342,R,6167039,6167073,35,272.6,114.8,291.3,67.9,1.84,200,deviantart_HP.png,41.94304000000002,Sub2_Lew.asc
343,R,6167192,6167293,102,295.6,68.9,1056.2,235.7,22.25,584,deviantart_HP.png,33.55443200000002,Sub2_Lew.asc
344,R,6167453,6167522,70,1044.6,235.5,897.8,109.0,6.39,218,deviantart_HP.png,26.843545600000013,Sub2_Lew.asc
345,R,6167649,6167685,37,888.9,109.3,830.9,104.9,1.68,203,deviantart_HP.png,21.47483648000001,Sub2_Lew.asc
346,R,6167884,6167915,32,819.2,105.4,790.2,105.5,0.84,118,deviantart_HP.png,17.17986918400001,Sub2_Lew.asc
347,R,6168008,6168104,97,787.1,103.4,346.4,486.0,19.18,521,deviantart_HP.png,13.743895347200008,Sub2_Lew.asc
348,R,6168314,6168360,47,341.4,481.5,253.6,426.0,3.21,178,deviantart_HP.png,10.995116277760006,Sub2_Lew.asc
349,R,6168633,6168791,159,250.0,439.1,660.7,430.2,11.62,417,deviantart_HP.png,8.796093022208007,Sub2_Lew.asc
350,R,6168921,6168941,21,657.8,433.1,679.6,424.1,0.72,73,deviantart_HP.png,7.036874417766406,Sub2_Lew.asc
351,R,6169076,6169122,47,672.9,421.5,465.9,467.4,6.21,327,deviantart_HP.png,5.629499534213124,Sub2_Lew.asc
352,R,6169379,6169457,79,462.7,469.8,717.9,716.2,11.54,446,deviantart_HP.png,4.503599627370501,Sub2_Lew.asc
353,R,6169635,6169700,66,717.7,709.0,451.1,643.1,7.79,314,deviantart_HP.png,3.6028797018964007,Sub2_Lew.asc
354,R,6169857,6169932,76,441.8,633.8,414.6,475.6,5.9,225,deviantart_HP.png,2.8823037615171203,Sub2_Lew.asc
355,R,6170073,6170108,36,420.0,469.9,480.3,470.0,1.72,198,deviantart_HP.png,2.305843009213697,Sub2_Lew.asc
356,R,6170390,6170515,126,480.3,492.4,266.2,504.9,6.02,714,deviantart_HP.png,1.8446744073709573,Sub2_Lew.asc
357,R,6173708,6173772,65,670.0,387.1,437.6,339.8,6.96,299,clubsnap.png,160.0,Sub2_Lew.asc
358,R,6173874,6173955,82,429.6,334.0,124.7,115.3,11.84,327,clubsnap.png,128.00000000000003,Sub2_Lew.asc
359,R,6174193,6174226,34,122.2,109.3,165.8,104.1,1.19,135,clubsnap.png,102.40000000000002,Sub2_Lew.asc
360,R,6174373,6174502,130,167.0,116.2,171.0,92.4,0.89,472,clubsnap.png,81.92000000000002,Sub2_Lew.asc
361,R,6174755,6174992,238,172.8,106.4,933.9,302.3,22.52,601,clubsnap.png,65.53600000000002,Sub2_Lew.asc
362,R,6175156,6175189,34,935.9,314.8,992.9,316.1,1.63,190,clubsnap.png,52.42880000000002,Sub2_Lew.asc
363,R,6175334,6175398,65,997.9,315.7,639.3,320.4,10.32,416,clubsnap.png,41.94304000000002,Sub2_Lew.asc
364,R,6175686,6175732,47,636.6,322.7,586.5,373.0,2.43,199,clubsnap.png,33.55443200000002,Sub2_Lew.asc
365,R,6175900,6175942,43,585.0,379.0,662.0,450.6,3.54,212,clubsnap.png,26.843545600000013,Sub2_Lew.asc
366,R,6176052,6176082,31,663.2,451.7,626.3,453.2,1.07,132,clubsnap.png,21.47483648000001,Sub2_Lew.asc
367,R,6176236,6176291,56,618.8,454.8,448.9,547.6,5.98,321,clubsnap.png,17.17986918400001,Sub2_Lew.asc
368,R,6176557,6176591,35,445.1,559.5,441.1,584.4,0.93,95,clubsnap.png,13.743895347200008,Sub2_Lew.asc
369,R,6176738,6176774,37,443.6,588.7,540.5,577.1,2.77,232,clubsnap.png,10.995116277760006,Sub2_Lew.asc
370,R,6176989,6177025,37,546.6,580.9,625.2,587.3,2.24,229,clubsnap.png,8.796093022208007,Sub2_Lew.asc
371,R,6177114,6177351,238,633.3,601.5,704.7,550.9,2.77,389,clubsnap.png,7.036874417766406,Sub2_Lew.asc
372,R,6177386,6177401,16,702.0,561.9,702.9,577.4,0.58,49,clubsnap.png,5.629499534213124,Sub2_Lew.asc
373,R,6177740,6177773,34,703.6,586.2,673.0,585.5,0.87,116,clubsnap.png,4.503599627370501,Sub2_Lew.asc
374,R,6177949,6178090,142,660.6,592.9,179.8,494.1,13.82,711,clubsnap.png,3.6028797018964007,Sub2_Lew.asc
375,R,6178265,6178291,27,172.0,502.6,106.6,503.7,1.75,145,clubsnap.png,2.8823037615171203,Sub2_Lew.asc
376,R,6178540,6178581,42,108.1,500.3,216.3,499.6,2.92,267,clubsnap.png,2.305843009213697,Sub2_Lew.asc
377,R,6181369,6181499,131,670.5,361.4,407.4,73.1,13.4,362,deviantart_car.png,160.0,Sub2_Lew.asc
378,R,6181893,6181988,96,423.5,82.4,1106.4,132.3,19.3,523,deviantart_car.png,128.00000000000003,Sub2_Lew.asc
379,R,6182330,6182351,22,1112.9,131.0,1089.8,117.0,0.83,58,deviantart_car.png,102.40000000000002,Sub2_Lew.asc
380,R,6182540,6182606,67,1084.7,117.3,1227.8,61.6,4.43,187,deviantart_car.png,81.92000000000002,Sub2_Lew.asc
381,R,6182794,6182913,120,1222.9,61.1,420.3,92.1,22.23,513,deviantart_car.png,65.53600000000002,Sub2_Lew.asc
382,R,6183138,6183214,77,424.3,93.8,75.7,26.5,9.89,393,deviantart_car.png,52.42880000000002,Sub2_Lew.asc
383,R,6183392,6183426,35,70.2,25.9,43.4,32.7,0.75,113,deviantart_car.png,41.94304000000002,Sub2_Lew.asc
384,R,6183519,6183641,123,23.4,33.7,372.2,114.9,9.93,558,deviantart_car.png,33.55443200000002,Sub2_Lew.asc
385,R,6183704,6183850,147,374.0,113.2,420.2,104.3,1.36,417,deviantart_car.png,26.843545600000013,Sub2_Lew.asc
386,R,6184043,6184143,101,420.7,103.3,1126.5,200.3,20.19,679,deviantart_car.png,21.47483648000001,Sub2_Lew.asc
387,R,6184291,6184337,47,1129.0,196.1,1068.6,120.0,3.34,238,deviantart_car.png,17.17986918400001,Sub2_Lew.asc
388,R,6184543,6184605,63,1073.3,112.3,1214.4,241.4,6.23,417,deviantart_car.png,13.743895347200008,Sub2_Lew.asc
389,R,6184850,6184870,21,1217.1,249.2,1197.8,229.1,0.92,82,deviantart_car.png,10.995116277760006,Sub2_Lew.asc
390,R,6185032,6185103,72,1193.8,229.5,1062.9,458.9,9.33,552,deviantart_car.png,8.796093022208007,Sub2_Lew.asc
391,R,6185370,6185454,85,1061.7,457.4,583.2,474.5,13.57,422,deviantart_car.png,7.036874417766406,Sub2_Lew.asc
392,R,6185613,6185697,85,579.8,471.6,152.8,763.3,15.64,423,deviantart_car.png,5.629499534213124,Sub2_Lew.asc
393,R,6185811,6185867,57,156.6,767.0,105.1,722.6,2.01,178,deviantart_car.png,4.503599627370501,Sub2_Lew.asc
394,R,6186178,6186203,26,111.3,721.2,74.2,720.9,0.96,106,deviantart_car.png,3.6028797018964007,Sub2_Lew.asc
395,R,6189491,6189585,95,673.6,387.2,518.7,151.1,10.16,254,deviantart_limo_ad.png,160.0,Sub2_Lew.asc
396,R,6189671,6189718,48,511.6,135.9,596.2,74.2,3.4,286,deviantart_limo_ad.png,128.00000000000003,Sub2_Lew.asc
397,R,6189834,6189844,11,605.2,87.1,611.2,99.7,0.51,53,deviantart_limo_ad.png,102.40000000000002,Sub2_Lew.asc
398,R,6189889,6190025,137,596.7,119.6,649.0,82.5,2.08,444,deviantart_limo_ad.png,81.92000000000002,Sub2_Lew.asc
399,R,6190137,6190214,78,657.9,57.6,369.0,208.1,10.09,400,deviantart_limo_ad.png,65.53600000000002,Sub2_Lew.asc
400,R,6190323,6190356,34,370.9,209.7,327.7,197.7,1.31,100,deviantart_limo_ad.png,52.42880000000002,Sub2_Lew.asc
401,R,6190495,6190578,84,332.6,198.1,931.4,333.4,17.81,512,deviantart_limo_ad.png,41.94304000000002,Sub2_Lew.asc
402,R,6191107,6191202,96,922.4,344.4,346.8,381.8,16.44,423,deviantart_limo_ad.png,33.55443200000002,Sub2_Lew.asc
403,R,6191409,6191462,54,348.8,378.3,326.2,325.2,2.12,144,deviantart_limo_ad.png,26.843545600000013,Sub2_Lew.asc
404,R,6191720,6191866,147,327.3,353.4,353.1,296.9,2.28,732,deviantart_limo_ad.png,21.47483648000001,Sub2_Lew.asc
405,R,6192339,6192378,40,361.9,312.4,446.6,309.8,2.42,244,deviantart_limo_ad.png,17.17986918400001,Sub2_Lew.asc
406,R,6192511,6192815,305,446.1,339.8,459.0,400.8,2.37,749,deviantart_limo_ad.png,13.743895347200008,Sub2_Lew.asc
407,R,6193021,6193045,25,461.7,402.7,478.6,363.2,1.59,131,deviantart_limo_ad.png,10.995116277760006,Sub2_Lew.asc
408,R,6193242,6193323,82,480.9,366.9,633.1,644.9,11.26,422,deviantart_limo_ad.png,8.796093022208007,Sub2_Lew.asc
409,R,6193475,6193509,35,630.4,645.4,660.7,634.2,0.95,136,deviantart_limo_ad.png,7.036874417766406,Sub2_Lew.asc
410,R,6193780,6193817,38,663.3,640.5,620.2,694.2,2.28,243,deviantart_limo_ad.png,5.629499534213124,Sub2_Lew.asc
411,R,6194133,6194307,175,602.0,714.1,873.4,403.4,13.78,619,deviantart_limo_ad.png,4.503599627370501,Sub2_Lew.asc
412,R,6196800,6196905,106,644.0,372.8,507.3,51.0,12.95,250,pinterest_2.png,160.0,Sub2_Lew.asc
413,R,6197004,6197032,29,505.4,41.8,621.8,39.0,3.35,273,pinterest_2.png,128.00000000000003,Sub2_Lew.asc
414,R,6197137,6197147,11,633.8,43.1,636.4,52.0,0.35,37,pinterest_2.png,102.40000000000002,Sub2_Lew.asc
415,R,6197183,6197309,127,633.2,78.8,153.9,145.9,13.68,415,pinterest_2.png,81.92000000000002,Sub2_Lew.asc
416,R,6197526,6197556,31,153.0,156.7,115.5,147.6,1.07,127,pinterest_2.png,65.53600000000002,Sub2_Lew.asc
417,R,6197935,6197966,32,113.6,158.7,157.8,151.7,1.22,158,pinterest_2.png,52.42880000000002,Sub2_Lew.asc
418,R,6198156,6198189,34,163.9,156.5,138.8,174.4,0.96,117,pinterest_2.png,41.94304000000002,Sub2_Lew.asc
419,R,6198488,6198564,77,139.4,188.6,362.3,360.8,8.98,337,pinterest_2.png,33.55443200000002,Sub2_Lew.asc
420,R,6198807,6198871,65,361.1,361.4,150.4,427.0,6.33,318,pinterest_2.png,26.843545600000013,Sub2_Lew.asc
421,R,6199040,6199068,29,150.1,424.6,107.8,458.3,1.68,103,pinterest_2.png,21.47483648000001,Sub2_Lew.asc
422,R,6199152,6199286,135,107.4,457.2,1180.9,95.9,31.88,537,pinterest_2.png,17.17986918400001,Sub2_Lew.asc
423,R,6199478,6199530,53,1150.1,99.3,1174.9,60.7,1.59,132,pinterest_2.png,13.743895347200008,Sub2_Lew.asc
424,R,6200007,6200102,96,1162.6,64.8,854.3,464.3,17.32,491,pinterest_2.png,10.995116277760006,Sub2_Lew.asc
425,R,6200259,6200281,23,853.3,465.4,852.5,420.4,1.72,174,pinterest_2.png,8.796093022208007,Sub2_Lew.asc
426,R,6200599,6200655,57,859.6,415.2,1121.8,409.9,7.39,317,pinterest_2.png,7.036874417766406,Sub2_Lew.asc
427,R,6200905,6200929,25,1122.4,413.7,1184.1,414.4,1.69,150,pinterest_2.png,5.629499534213124,Sub2_Lew.asc
428,R,6201033,6201225,193,1188.4,417.2,629.4,493.2,15.89,670,pinterest_2.png,4.503599627370501,Sub2_Lew.asc
429,R,6201520,6201585,66,634.6,499.2,396.2,506.2,6.79,305,pinterest_2.png,3.6028797018964007,Sub2_Lew.asc
430,R,6204325,6204512,188,671.9,404.8,288.8,196.9,13.53,622,google_news.png,160.0,Sub2_Lew.asc
431,R,6204650,6204677,28,291.9,201.0,392.1,202.6,2.84,234,google_news.png,128.00000000000003,Sub2_Lew.asc
432,R,6204911,6204958,48,407.6,210.3,241.3,189.7,4.76,209,google_news.png,102.40000000000002,Sub2_Lew.asc
433,R,6205204,6205245,42,241.7,194.5,399.6,220.9,4.56,319,google_news.png,81.92000000000002,Sub2_Lew.asc
434,R,6205439,6205491,53,400.5,225.1,580.4,222.9,5.19,351,google_news.png,65.53600000000002,Sub2_Lew.asc
435,R,6205785,6205799,15,585.2,222.7,569.5,224.9,0.46,42,google_news.png,52.42880000000002,Sub2_Lew.asc
436,R,6205980,6206030,51,569.0,222.4,710.6,228.3,4.13,317,google_news.png,41.94304000000002,Sub2_Lew.asc
437,R,6206193,6206217,25,715.7,230.2,678.4,231.4,1.09,100,google_news.png,33.55443200000002,Sub2_Lew.asc
438,R,6206324,6206472,149,683.6,244.8,875.2,212.7,5.7,605,google_news.png,26.843545600000013,Sub2_Lew.asc
439,R,6206592,6206652,61,874.0,207.0,1130.7,206.1,7.26,356,google_news.png,21.47483648000001,Sub2_Lew.asc
440,R,6206894,6207074,181,1130.3,228.3,315.5,443.0,24.1,752,google_news.png,17.17986918400001,Sub2_Lew.asc
441,R,6207258,6207294,37,318.9,457.2,428.9,469.4,3.14,304,google_news.png,13.743895347200008,Sub2_Lew.asc
442,R,6207569,6207597,29,437.4,477.3,560.0,475.7,3.5,285,google_news.png,10.995116277760006,Sub2_Lew.asc
443,R,6207862,6207894,33,571.8,480.6,630.0,477.4,1.68,201,google_news.png,8.796093022208007,Sub2_Lew.asc
444,R,6208024,6208088,65,635.6,475.8,380.3,406.8,7.76,308,google_news.png,7.036874417766406,Sub2_Lew.asc
445,R,6208404,6208452,49,372.8,401.3,485.6,392.4,3.24,255,google_news.png,5.629499534213124,Sub2_Lew.asc
446,R,6208690,6208733,44,491.7,398.9,351.2,400.1,4.01,222,google_news.png,4.503599627370501,Sub2_Lew.asc
447,R,6208933,6209005,73,346.9,408.8,320.8,669.3,9.59,386,google_news.png,3.6028797018964007,Sub2_Lew.asc
448,R,6209182,6209218,37,321.1,666.1,426.6,677.7,2.92,319,google_news.png,2.8823037615171203,Sub2_Lew.asc
449,R,6213812,6213899,88,671.1,401.2,580.2,258.7,6.11,202,google_plus.png,160.0,Sub2_Lew.asc
450,R,6213939,6214124,186,580.5,256.4,644.5,157.7,4.26,506,google_plus.png,128.00000000000003,Sub2_Lew.asc
451,R,6214380,6214440,61,650.4,168.3,437.3,48.7,7.66,254,google_plus.png,102.40000000000002,Sub2_Lew.asc
452,R,6214603,6214677,75,438.8,53.1,123.4,83.6,8.8,334,google_plus.png,81.92000000000002,Sub2_Lew.asc
453,R,6214885,6214934,50,128.0,83.0,40.0,31.2,3.01,155,google_plus.png,65.53600000000002,Sub2_Lew.asc
454,R,6215130,6215263,134,36.8,32.6,1242.4,51.9,31.86,575,google_plus.png,52.42880000000002,Sub2_Lew.asc
455,R,6215449,6215483,35,1234.8,53.0,1187.7,46.5,1.29,110,google_plus.png,41.94304000000002,Sub2_Lew.asc
456,R,6215720,6215778,59,1190.7,44.6,1195.7,218.2,6.47,358,google_plus.png,33.55443200000002,Sub2_Lew.asc
457,R,6216055,6216118,64,1192.7,230.1,1151.6,378.4,5.69,341,google_plus.png,26.843545600000013,Sub2_Lew.asc
458,R,6216350,6216425,76,1152.7,377.7,1187.7,556.3,6.66,254,google_plus.png,21.47483648000001,Sub2_Lew.asc
459,R,6216667,6216788,122,1171.8,596.9,590.7,235.4,21.1,612,google_plus.png,17.17986918400001,Sub2_Lew.asc
460,R,6216941,6216972,32,586.1,234.4,669.7,233.3,2.43,260,google_plus.png,13.743895347200008,Sub2_Lew.asc
461,R,6217098,6217184,87,676.4,231.5,177.8,315.3,14.44,378,google_plus.png,10.995116277760006,Sub2_Lew.asc
462,R,6217453,6217511,59,179.6,316.0,148.1,403.2,3.37,278,google_plus.png,8.796093022208007,Sub2_Lew.asc
463,R,6217814,6217860,47,151.7,403.8,263.5,407.6,3.07,258,google_plus.png,7.036874417766406,Sub2_Lew.asc
464,R,6218090,6218162,73,270.8,412.8,243.5,633.5,8.12,341,google_plus.png,5.629499534213124,Sub2_Lew.asc
465,R,6218294,6218335,42,246.8,632.3,197.3,695.5,2.59,297,google_plus.png,4.503599627370501,Sub2_Lew.asc
466,R,6218541,6218687,147,195.5,705.9,538.5,635.6,9.67,635,google_plus.png,3.6028797018964007,Sub2_Lew.asc
467,R,6222028,6222106,79,660.2,369.7,573.0,228.9,6.01,156,takungpao.png,160.0,Sub2_Lew.asc
468,R,6222213,6222280,68,569.2,223.5,269.9,150.9,8.97,281,takungpao.png,128.00000000000003,Sub2_Lew.asc
469,R,6222436,6222554,119,265.2,162.2,211.1,133.2,1.86,369,takungpao.png,102.40000000000002,Sub2_Lew.asc
470,R,6222674,6222698,25,208.9,139.3,164.9,113.4,1.55,126,takungpao.png,81.92000000000002,Sub2_Lew.asc
471,R,6222913,6222928,16,174.1,118.5,184.2,128.7,0.47,48,takungpao.png,65.53600000000002,Sub2_Lew.asc
472,R,6223255,6223308,54,187.0,133.1,320.6,88.7,4.06,155,takungpao.png,52.42880000000002,Sub2_Lew.asc
473,R,6223507,6223540,34,319.9,92.9,361.3,87.6,1.18,151,takungpao.png,41.94304000000002,Sub2_Lew.asc
474,R,6223741,6223851,111,368.3,89.3,1164.6,107.9,22.19,492,takungpao.png,33.55443200000002,Sub2_Lew.asc
475,R,6224149,6224223,75,1169.9,106.5,1023.3,401.1,11.8,452,takungpao.png,26.843545600000013,Sub2_Lew.asc
476,R,6224594,6224663,70,1025.5,395.1,955.7,615.0,8.41,381,takungpao.png,21.47483648000001,Sub2_Lew.asc
477,R,6224853,6224933,81,953.9,614.5,635.3,383.3,12.54,358,takungpao.png,17.17986918400001,Sub2_Lew.asc
478,R,6225099,6225159,61,634.5,375.3,312.0,396.3,9.25,394,takungpao.png,13.743895347200008,Sub2_Lew.asc
479,R,6225434,6225477,44,306.9,393.4,157.8,372.4,4.19,232,takungpao.png,10.995116277760006,Sub2_Lew.asc
480,R,6225609,6225638,30,155.5,374.8,154.4,361.2,0.51,69,takungpao.png,8.796093022208007,Sub2_Lew.asc
481,R,6225871,6225894,24,150.8,356.0,174.0,332.9,1.07,101,takungpao.png,7.036874417766406,Sub2_Lew.asc
482,R,6226103,6226176,74,177.4,340.3,660.7,356.8,13.63,564,takungpao.png,5.629499534213124,Sub2_Lew.asc
483,R,6226300,6226505,206,660.8,366.4,608.8,372.7,1.53,512,takungpao.png,4.503599627370501,Sub2_Lew.asc
484,R,6226676,6226708,33,611.6,380.6,636.0,376.7,0.73,110,takungpao.png,3.6028797018964007,Sub2_Lew.asc
485,R,6230151,6230214,64,667.9,408.2,657.3,308.1,3.88,117,nytimes_home_chinese.png,160.0,Sub2_Lew.asc
486,R,6230317,6230463,147,654.3,321.4,621.4,102.8,8.49,559,nytimes_home_chinese.png,128.00000000000003,Sub2_Lew.asc
